cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url
the Seumalur 1912 list	623	moe oedil	NA	schieten	to shoot	menembak	624	638	405	TRUE	shoot								SHOOT	1172	https://concepticon.clld.org/parameters/1172
the Seumalur 1912 list	624	omban	NA	slinger	sling	ali-ali	309	311	406	FALSE									SLING	387	https://concepticon.clld.org/parameters/387
the Seumalur 1912 list	626	pràng	NA	oorlog	war	perang	616	631	408	FALSE									WAR	935	https://concepticon.clld.org/parameters/935
the Seumalur 1912 list	627	moesoe	NA	vijand	enemy	musuh	617	632	409	FALSE									ENEMY	1358	https://concepticon.clld.org/parameters/1358
the Seumalur 1912 list	628	marì'âm	NA	kanon	cannon	meriam	619	633	-	FALSE									CANNON	3202	https://concepticon.clld.org/parameters/3202
the Seumalur 1912 list	630	ngáng mari'in	NA	vrede	peace	damai	626	640	-	FALSE									PEACE	1338	https://concepticon.clld.org/parameters/1338
the Seumalur 1912 list	631	magemèn koeta	NA	versterking	fortification	benteng (pertahanan)	592	602	411	FALSE									FORTRESS	1938	https://concepticon.clld.org/parameters/1938
the Seumalur 1912 list	634	ngàng taloe	NA	zich overwonnen geven	to surrender	menyerah	627	641	-	FALSE									SURRENDER	1696	https://concepticon.clld.org/parameters/1696
the Seumalur 1912 list	634	mèngamolong	NA	zich overwonnen geven	to surrender	menyerah	627	641	-	FALSE									SURRENDER	1696	https://concepticon.clld.org/parameters/1696
the Seumalur 1912 list	635	mênàng	NA	overwinning	victory	kemenangan	628	642	-	FALSE									VICTORY	783	https://concepticon.clld.org/parameters/783
the Seumalur 1912 list	636	nganirada	NA	krijgsgevangene	prisoner of war	tawanan perang	629	643	414	FALSE									PRISONER	1072	https://concepticon.clld.org/parameters/1072
the Seumalur 1912 list	637	mánga dè'in	NA	gezant	delegate	utusan	631	645	415	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	639	tanda kahormatan	NA	huldeblijk (upeti, bakti)	tribute <as a mark of respect >	upeti, bakti	632	646	-	FALSE									GIFT	2982	https://concepticon.clld.org/parameters/2982
the Seumalur 1912 list	639	pamberian	NA	huldeblijk (upeti, bakti)	tribute <as a mark of respect >	upeti, bakti	632	646	-	FALSE									GIFT	2982	https://concepticon.clld.org/parameters/2982
the Seumalur 1912 list	640	djakát	NA	belasting	tax	pajak	633	647	-	FALSE									TAX	873	https://concepticon.clld.org/parameters/873
the Seumalur 1912 list	640	belasting	NA	belasting	tax	pajak	633	647	-	FALSE									TAX	873	https://concepticon.clld.org/parameters/873
the Seumalur 1912 list	642	sikè bàdja	NA	ploeg	plough	bajak	433	435	-	FALSE									PLOUGH (INSTRUMENT)	2154	https://concepticon.clld.org/parameters/2154
the Seumalur 1912 list	643	langgar	NA	ploegijzer	coulter	mata bajak	434	436	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	644	sikèh	NA	hark	rake	garu	435	437	-	FALSE									RAKE	338	https://concepticon.clld.org/parameters/338
the Seumalur 1912 list	645	telam	NA	pootstok	dibble	tugal	436	438	418	FALSE									DIBBLE STICK	3155	https://concepticon.clld.org/parameters/3155
the Seumalur 1912 list	648	sankoel	NA	handschoffel	trowel (a small trowel)	sekop (kecil)	437	439	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	649	sadob	NA	grasmes	knife for cutting grass	alat babat rumput	438	440	421	FALSE									SICKLE OR SCYTHE	2132	https://concepticon.clld.org/parameters/2132
the Seumalur 1912 list	650	rembè	NA	sikkel	sickle	sabit	439	441	-	FALSE									SICKLE	341	https://concepticon.clld.org/parameters/341
the Seumalur 1912 list	651	sadob toewè	NA	rijstmesje, padimesje	knife for cutting rice plant	ani-ani	440	442	422	FALSE									SMALL KNIFE	3233	https://concepticon.clld.org/parameters/3233
the Seumalur 1912 list	652	pànkoer	NA	patjoel, hak	hoe	pacul	441	443	423	FALSE									HOE	284	https://concepticon.clld.org/parameters/284
the Seumalur 1912 list	653	ladàng	NA	tuin	garden	kebun	442	444	-	FALSE									GARDEN	586	https://concepticon.clld.org/parameters/586
the Seumalur 1912 list	654	tínavah maté èrai	NA	rijstveld (nat, sawah)	rice-field (wet, sawah)	sawah	443	445	424	FALSE									PADDY FIELD	140	https://concepticon.clld.org/parameters/140
the Seumalur 1912 list	655	tínavah mèntjà	NA	rijstveld (droog)	rice-field (dry)	huma, ladang	443	445	424	FALSE									FIELD (UPLAND)	2794	https://concepticon.clld.org/parameters/2794
the Seumalur 1912 list	656	toewoeng-toewoeng	NA	sawahdijkje	small dike in rice-field	pematang	444	446	425	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	657	sara	NA	waterleiding	irrigation	pengairan	445	447	426	FALSE									IRRIGATE	3078	https://concepticon.clld.org/parameters/3078
the Seumalur 1912 list	657	pèntjoeràn	NA	waterleiding	irrigation	pengairan	445	447	426	FALSE									IRRIGATE	3078	https://concepticon.clld.org/parameters/3078
the Seumalur 1912 list	657/658	banoewéh	48	waterleiding, waterloop <unsp.>	irrigation [ID_657]; water-course channel [ID_658]	pengairan [ID_657]; aliran air, terusan [ID_658]	-	-	426	FALSE			banoewéh	water jar					NA	NA	NA
the Seumalur 1912 list	657/658	litjo bali'ó	48	waterleiding, waterloop <unsp.>	irrigation [ID_657]; water-course channel [ID_658]	pengairan [ID_657]; aliran air, terusan [ID_658]	-	-	426	FALSE			litjo bali'ó	water spout					NA	NA	NA
the Seumalur 1912 list	659	aloe	NA	omheining	fence, hedge	pagar	446	448	427	FALSE									FENCE	1690	https://concepticon.clld.org/parameters/1690
the Seumalur 1912 list	660	tananam	NA	gewas	vegetation	tumbuhan	447	449	-	FALSE									PLANT (VEGETATION)	653	https://concepticon.clld.org/parameters/653
the Seumalur 1912 list	662/663	mênànâm	NA	zaaien <unsp.>	to sow (placing the seeds in holes in the ground) [ID_662]; to sow (scattering the seeds about) [ID_663]	menugal benih [ID_662]; menabur benih [ID_663]	448	450	429	FALSE									SOW SEEDS	748	https://concepticon.clld.org/parameters/748
the Seumalur 1912 list	664	tanàmàn	NA	zaad	seed	benih	449	451	-	TRUE									SEED	714	https://concepticon.clld.org/parameters/714
the Seumalur 1912 list	665	mênânâm	NA	planten	to plant	menanam	450	452	430	FALSE									PLANT (SOMETHING)	1486	https://concepticon.clld.org/parameters/1486
the Seumalur 1912 list	668	màntja	NA	rijp	ripe	masak, matang	451	453	433	FALSE									RIPE	178	https://concepticon.clld.org/parameters/178
the Seumalur 1912 list	669	bahai màntja	NA	onrijp	unripe	belum masak, belum matang, mentah	452	454	434	FALSE									UNRIPE	1958	https://concepticon.clld.org/parameters/1958
the Seumalur 1912 list	671/672	mamàti	NA	oogsten <unsp.>	to reap [ID_671]; to gather [ID_672]	menuai [ID_671]; mengumpulkan (buah-buahan) [ID_672]	453	455	-	FALSE									HARVEST	611	https://concepticon.clld.org/parameters/611
the Seumalur 1912 list	673	nilaboet	49	plukken	to pick	memetik	-	-	436	FALSE			nilaboet	to pluck a chicken					PICK	2148	https://concepticon.clld.org/parameters/2148
the Seumalur 1912 list	673	njabé	49	plukken	to pick	memetik	-	-	436	FALSE			njabé	to pick a flower					PICK	2148	https://concepticon.clld.org/parameters/2148
the Seumalur 1912 list	674	djagòng	NA	mais, djagong	maize, corn	jagung	457	459	437	FALSE									MAIZE	506	https://concepticon.clld.org/parameters/506
the Seumalur 1912 list	677	kasang	NA	bonen	beans	kacang-kacangan	458	460	-	FALSE									BEAN	832	https://concepticon.clld.org/parameters/832
the Seumalur 1912 list	679	etìmoen	NA	komkommer	cucumber	ketimun	459	461	440	FALSE									CUCUMBER	496	https://concepticon.clld.org/parameters/496
the Seumalur 1912 list	681	bahong	NA	tabak	tobacco	tembakau	460	462	365	FALSE									TOBACCO	974	https://concepticon.clld.org/parameters/974
the Seumalur 1912 list	682	têpoe	NA	suikerriet	sugarcane	tebu	461	463	442	FALSE									SUGAR CANE	146	https://concepticon.clld.org/parameters/146
the Seumalur 1912 list	683	kalèdé	NA	aardnoot	peanut	kacang tanah	462	464	-	FALSE									GROUNDNUT (PEANUT)	595	https://concepticon.clld.org/parameters/595
the Seumalur 1912 list	684	bawang	NA	ui	onion	bawang	-	465	443	FALSE									ONION	2366	https://concepticon.clld.org/parameters/2366
the Seumalur 1912 list	686	kaleidèe	NA	oebi (soorten)	species of tuber	ubi (macam-macam ubi)	464	467	445	FALSE									SWEET POTATO	159	https://concepticon.clld.org/parameters/159
the Seumalur 1912 list	688	katela	NA	cassave, katela	cassava	ketela	465	468	448	FALSE									CASSAVA	925	https://concepticon.clld.org/parameters/925
the Seumalur 1912 list	690	sípílí	NA	spaanse peper, tjabe	red pepper	cabe	466	469	449	FALSE									CHILI PEPPER	919	https://concepticon.clld.org/parameters/919
the Seumalur 1912 list	691	awa bonol	NA	kokos (boom)	coconut (tree)	kelapa (pohon)	467	470	450	FALSE									COCONUT TREE	147	https://concepticon.clld.org/parameters/147
the Seumalur 1912 list	692	bonol	NA	kokos (vrucht)	coconut (fruit)	kelapa (buah)	467	470	450	FALSE									COCONUT	970	https://concepticon.clld.org/parameters/970
the Seumalur 1912 list	695	awa anou	NA	arenpalm, arenboom	sugarpalm, aren tree	pohon aren	468	471	452	FALSE									SUGAR PALM	3029	https://concepticon.clld.org/parameters/3029
the Seumalur 1912 list	698	nírò	NA	legen (gegist)	palm wine (fermented)	tuak	470	473	366	FALSE									ALCOHOL (FERMENTED DRINK)	404	https://concepticon.clld.org/parameters/404
the Seumalur 1912 list	700	wéh mamis	NA	stroop	syrup	seterup	471	475	-	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	701	goelo	NA	suiker	sugar	gula	472	476	-	FALSE									SUGAR	862	https://concepticon.clld.org/parameters/862
the Seumalur 1912 list	702	tongkol	NA	nipah	nipa palm	pohon nipah	481	485	454	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	703	roembí'o	50	sago boem	sago tree	pohon sagu	482	486	359	FALSE			anō	wild sago					SAGO PALM	2372	https://concepticon.clld.org/parameters/2372
the Seumalur 1912 list	703	anō	50	sago boem	sago tree	pohon sagu	482	486	359	FALSE			anō	wild sago					SAGO PALM	2372	https://concepticon.clld.org/parameters/2372
the Seumalur 1912 list	704	batoh	NA	sago	sago	sagu	483	487	-	FALSE									SAGO	2270	https://concepticon.clld.org/parameters/2270
the Seumalur 1912 list	705	ènnèn kapàs	NA	katoen	cotton	kapas	479	483	-	FALSE									COTTON	1850	https://concepticon.clld.org/parameters/1850
the Seumalur 1912 list	706	kapé	NA	kapok	kapok	kapuk	480	484	455	FALSE									KAPOK TREE	2499	https://concepticon.clld.org/parameters/2499
the Seumalur 1912 list	707	pandan	NA	pandan	pandanus	pandan	473	477	456	FALSE									PANDANUS	469	https://concepticon.clld.org/parameters/469
the Seumalur 1912 list	708	plum	NA	mangga	mango	mangga	474	478	457	FALSE									MANGO	2398	https://concepticon.clld.org/parameters/2398
the Seumalur 1912 list	709	anàsa	NA	nangka	Artocarpus integrifolia, Jack fruit	nangka	475	479	458	FALSE									JACKFRUIT	2655	https://concepticon.clld.org/parameters/2655
the Seumalur 1912 list	710	ràmboetàn	NA	ramboetan	Nephelium lappaceum	rambutan	476	480	459	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	711	toerí'àn	NA	doerian	Durio zibethinus	durian	477	481	460	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	712	djamboe	NA	djamboe	Eugenia	jambu	478	482	461	FALSE									GUAVA	3981	https://concepticon.clld.org/parameters/3981
the Seumalur 1912 list	712	avasou	NA	djamboe	Eugenia	jambu	478	482	461	FALSE									GUAVA	3981	https://concepticon.clld.org/parameters/3981
the Seumalur 1912 list	713	lànsàt	NA	langsat	Lansium domesticum	langsat	-	496	462	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	716-718	kawl	NA	pisang <unsp.>	banana [ID_716]; banana (wild) [ID_717]; banana (fruit) [ID_718]	pisang [ID_716]; pisang (liar) [ID_717]; pisang (buah) [ID_718]	489	492	464	FALSE									BANANA	868	https://concepticon.clld.org/parameters/868
the Seumalur 1912 list	720	lar	51	sinaasappel	orange	jeruk manis	491	494	-	FALSE							imported		ORANGE (FRUIT)	2627	https://concepticon.clld.org/parameters/2627
the Seumalur 1912 list	722	djíro	NA	citroen	lemon	jeruk sitrun	493	497	-	FALSE									LEMON	3091	https://concepticon.clld.org/parameters/3091
the Seumalur 1912 list	722	alímo	NA	citroen	lemon	jeruk sitrun	493	497	-	FALSE									LEMON	3091	https://concepticon.clld.org/parameters/3091
the Seumalur 1912 list	723	koppy	52	koffie	coffee	kopi	494	498	-	FALSE							not original		COFFEE	1299	https://concepticon.clld.org/parameters/1299
the Seumalur 1912 list	723	kopi	52	koffie	coffee	kopi	494	498	-	FALSE							not original		COFFEE	1299	https://concepticon.clld.org/parameters/1299
the Seumalur 1912 list	726	gàmbír	NA	gambir	Uncaria gambir	gambir	498	503	364	FALSE									NA	NA	https://concepticon.clld.org/parameters/NA
the Seumalur 1912 list	728	ouwêl	NA	kalk (kalksteen)	lime	kapur	576	502	363	FALSE									LIME (MATERIAL)	2540	https://concepticon.clld.org/parameters/2540
the Seumalur 1912 list	729	ondil	NA	kurkuma (koenjit)	Curcuma domestica	kunyit	500	505	467	FALSE									TURMERIC	2842	https://concepticon.clld.org/parameters/2842
the Seumalur 1912 list	731	wai	NA	rotan	rattan, cane	rotan	501	506	469	FALSE									RATTAN	2497	https://concepticon.clld.org/parameters/2497
the Seumalur 1912 list	732	boeloe	NA	bamboe	bamboo	bambu	502	507	470	FALSE									BAMBOO	1927	https://concepticon.clld.org/parameters/1927
the Seumalur 1912 list	733	rěboeng	NA	jonge bamboespruit	bamboo shoot, young sprout	rebung	-	508	471	FALSE									BAMBOO SHOOT	2494	https://concepticon.clld.org/parameters/2494
the Seumalur 1912 list	734	awa	NA	boom	tree	pohon	541	549	472	TRUE									TREE	906	https://concepticon.clld.org/parameters/906
the Seumalur 1912 list	737	nì' ènè	NA	klimmen	to climb	memanjat	-	543	-	FALSE									CLIMB	1102	https://concepticon.clld.org/parameters/1102
the Seumalur 1912 list	739/740	alor medêta	NA	tak <unsp.>	branch [ID_739]; twig [ID_740]	dahan, cabang [ID_739]; ranting [ID_740]	542	550	477	FALSE									BRANCH	1531	https://concepticon.clld.org/parameters/1531
the Seumalur 1912 list	741	tarèni	NA	kernhout	the heart of the tree	hati kayu (pohon)	-	551	478	FALSE									WOOD	1803	https://concepticon.clld.org/parameters/1803
the Seumalur 1912 list	742-744	olor	NA	wortel <unsp.>	main root, taproot [ID_742]; side-root [ID_743]; fibrous root [ID_744]	ibu akar, akar tunggang [ID_742]; akar samping [ID_743]; akar serabut [ID_744]	543	552	479	TRUE	root								ROOT	670	https://concepticon.clld.org/parameters/670
the Seumalur 1912 list	746	boeloeng	NA	blad	leaf	daun	544	553	481	TRUE									LEAF	628	https://concepticon.clld.org/parameters/628
the Seumalur 1912 list	746	sara boeloeng	NA	blad	leaf	daun	544	553	481	TRUE									LEAF	628	https://concepticon.clld.org/parameters/628
the Seumalur 1912 list	748	bìbì ajoe-ajoe	NA	schors	bark	kulit kayu	545	554	483	TRUE									BARK	1204	https://concepticon.clld.org/parameters/1204
the Seumalur 1912 list	749	soengo	NA	doorn	thorn, spine	duri	-	-	484	FALSE									THORN	124	https://concepticon.clld.org/parameters/124
the Seumalur 1912 list	750	weh	NA	sap	sap	air (buah, pohon)	546	555	485	FALSE									SAP	345	https://concepticon.clld.org/parameters/345
the Seumalur 1912 list	752	boní	NA	pinang	Areca catechu LINN	pinang	496	500	361	FALSE									BETELNUT	217	https://concepticon.clld.org/parameters/217
the Seumalur 1912 list	753	ivàn	NA	sirih	betel	sirih	497	501	362	FALSE									BETEL PEPPER VINE	177	https://concepticon.clld.org/parameters/177
the Seumalur 1912 list	754	sêroeva	NA	hars	resin	damar (umum)	548	556	-	FALSE									RESIN	664	https://concepticon.clld.org/parameters/664
the Seumalur 1912 list	755	sêroeva	NA	damar	resin (from the damar tree)	damar (khusus dari pohon damar)	503	509	486	FALSE									RESIN	664	https://concepticon.clld.org/parameters/664
the Seumalur 1912 list	757	anák ajoe	NA	spruit	sprout	tunas	549	557	-	FALSE									SPROUT (SHOOT)	3358	https://concepticon.clld.org/parameters/3358
the Seumalur 1912 list	758	hêmbàng	NA	bloem	flower	bunga	550	558	488	TRUE									FLOWER	239	https://concepticon.clld.org/parameters/239
the Seumalur 1912 list	759	bow	NA	vrucht	fruit	buah	551	559	489	TRUE									FRUIT	1507	https://concepticon.clld.org/parameters/1507
the Seumalur 1912 list	761	bìbì bow	NA	schil	rind, peel	kulit buah	552	560	491	FALSE									SKIN (OF FRUIT)	2373	https://concepticon.clld.org/parameters/2373
the Seumalur 1912 list	763	kône	NA	pit	pip, stone	biji	553	561	493	FALSE									STONE (OF FRUIT)	1762	https://concepticon.clld.org/parameters/1762
the Seumalur 1912 list	764	isì	NA	vruchtvlees	the flesh of the fruit	daging buah	554	562	494	FALSE									FLESH	2259	https://concepticon.clld.org/parameters/2259
the Seumalur 1912 list	765	savala	NA	tros	bunch	rangkai, tangkai, tandan	555	563	495	FALSE									BUNCH	1966	https://concepticon.clld.org/parameters/1966
the Seumalur 1912 list	766	lana	NA	olie	oil	minyak	556	564	496	FALSE									OIL (HYDROPHOBIC LIQUID)	2556	https://concepticon.clld.org/parameters/2556
the Seumalur 1912 list	770	balichi	NA	gras	grass	rumput	485	488	500	TRUE									GRASS	606	https://concepticon.clld.org/parameters/606
the Seumalur 1912 list	771	balíchí	NA	onkruid	weeds	rumput	486	489	500	FALSE									WEED	3288	https://concepticon.clld.org/parameters/3288
the Seumalur 1912 list	772	ilalang	NA	alang-alang	Imperata cylindria (Kunai grass)	lalang	487	490	501	FALSE									REED	659	https://concepticon.clld.org/parameters/659
the Seumalur 1912 list	773	glàgah	NA	glagah	Saccharum spontaneum	gelagah	488	491	502	FALSE									REED	659	https://concepticon.clld.org/parameters/659
the Seumalur 1912 list	774	bìnatàng	NA	dier, beest	animal, beast	binatang	345	347	503	TRUE	animal								ANIMAL	619	https://concepticon.clld.org/parameters/619
the Seumalur 1912 list	775	anàk binatang	NA	jong van dier (kalf, veulen, kuiken, etc.)	young of animal (calf, foal, chicken, etc.)	anak binatang	346	348	504	FALSE									ANIMAL	619	https://concepticon.clld.org/parameters/619
